id,Total Microseconds,Minute,Seconds,Value
430,359304,0.0059884,0.359304,480.0
431,360136,0.006002267,0.360136,525.0
432,360972,0.0060162,0.360972,520.0
433,361804,0.006030067,0.361804,526.0
434,362636,0.0060439333,0.362636,485.0
435,363472,0.006057867,0.363472,479.0
436,364304,0.0060717333,0.364304,474.0
437,365136,0.0060856,0.365136,497.0
438,365972,0.0060995333,0.365972,555.0
439,366804,0.0061134,0.366804,497.0
440,367636,0.0061272667,0.367636,490.0
441,368472,0.0061412,0.368472,494.0
442,369304,0.0061550667,0.369304,471.0
443,370136,0.006168933,0.370136,486.0
444,370972,0.0061828666,0.370972,542.0
445,371804,0.0061967336,0.371804,578.0
446,372636,0.0062106,0.372636,588.0
447,373472,0.0062245335,0.373472,544.0
448,374304,0.0062384,0.374304,506.0
449,375136,0.0062522665,0.375136,530.0
450,375972,0.0062662,0.375972,539.0
451,376804,0.0062800664,0.376804,499.0
452,377636,0.0062939334,0.377636,482.0
453,378472,0.006307867,0.378472,501.0
454,379304,0.0063217334,0.379304,444.0
455,380136,0.0063356,0.380136,500.0
456,380972,0.0063495333,0.380972,545.0
457,381804,0.0063634,0.381804,541.0
458,382636,0.0063772667,0.382636,534.0
459,383472,0.0063912,0.383472,492.0
460,384304,0.0064050667,0.384304,531.0
461,385136,0.006418933,0.385136,497.0
462,385972,0.0064328667,0.385972,506.0
463,386804,0.006446733,0.386804,512.0
464,387640,0.0064606667,0.38764,539.0
465,388472,0.006474533,0.388472,525.0
466,389304,0.0064884,0.389304,532.0
467,390140,0.0065023336,0.39014,485.0
468,390972,0.0065162,0.390972,501.0
469,391804,0.0065300665,0.391804,547.0
470,392640,0.006544,0.39264,519.0
471,393472,0.0065578665,0.393472,494.0
472,394304,0.0065717334,0.394304,531.0
473,395140,0.0065856664,0.39514,487.0
474,395972,0.0065995334,0.395972,460.0
475,396804,0.0066134,0.396804,536.0
476,397640,0.0066273334,0.39764,504.0
477,398472,0.0066412,0.398472,522.0
478,399304,0.0066550667,0.399304,498.0
479,400140,0.006669,0.40014,460.0
480,400972,0.0066828667,0.400972,502.0
481,401804,0.006696733,0.401804,516.0
482,402640,0.0067106667,0.40264,574.0
483,403472,0.006724533,0.403472,579.0
484,404304,0.0067384,0.404304,533.0
485,405140,0.006752333,0.40514,495.0
486,405972,0.0067662,0.405972,499.0
487,406804,0.0067800665,0.406804,543.0
488,407640,0.006794,0.40764,549.0
489,408472,0.0068078665,0.408472,515.0
490,409304,0.0068217334,0.409304,502.0
491,410140,0.0068356665,0.41014,477.0
492,410972,0.0068495334,0.410972,499.0
493,411808,0.0068634665,0.411808,502.0
494,412640,0.0068773334,0.41264,524.0
495,413472,0.0068912,0.413472,515.0
496,414308,0.0069051334,0.414308,478.0
497,415140,0.006919,0.41514,494.0
498,415972,0.0069328668,0.415972,479.0
499,416808,0.0069468,0.416808,499.0
500,417640,0.0069606667,0.41764,507.0
501,418472,0.006974533,0.418472,524.0
502,419308,0.0069884667,0.419308,517.0
503,420140,0.007002333,0.42014,553.0
504,420972,0.0070162,0.420972,532.0
505,421808,0.007030133,0.421808,538.0
506,422640,0.007044,0.42264,579.0
507,423472,0.0070578665,0.423472,563.0
508,424308,0.0070718,0.424308,533.0
509,425140,0.0070856665,0.42514,493.0
510,425972,0.0070995335,0.425972,453.0
511,426808,0.0071134665,0.426808,491.0
512,427640,0.0071273334,0.42764,524.0
513,428472,0.0071412,0.428472,534.0
514,429308,0.0071551334,0.429308,537.0
515,430140,0.007169,0.43014,449.0
516,430972,0.007182867,0.430972,469.0
517,431808,0.0071968,0.431808,445.0
518,432640,0.007210667,0.43264,495.0
519,433472,0.0072245332,0.433472,561.0
520,434308,0.0072384668,0.434308,540.0
521,435140,0.007252333,0.43514,537.0
522,435972,0.0072662,0.435972,472.0
523,436808,0.007280133,0.436808,503.0
524,437640,0.007294,0.43764,536.0
525,438472,0.0073078666,0.438472,554.0
526,439308,0.0073218,0.439308,519.0
527,440140,0.0073356666,0.44014,510.0
528,440976,0.0073496,0.440976,483.0
529,441808,0.0073634665,0.441808,520.0
530,442640,0.0073773335,0.44264,530.0
531,443476,0.0073912665,0.443476,530.0
532,444308,0.0074051335,0.444308,526.0
533,445140,0.007419,0.44514,504.0
534,445976,0.0074329334,0.445976,515.0
535,446808,0.0074468,0.446808,505.0
536,447640,0.007460667,0.44764,516.0
537,448476,0.0074746,0.448476,520.0
538,449308,0.007488467,0.449308,541.0
539,450140,0.0075023333,0.45014,519.0
540,450976,0.007516267,0.450976,498.0
541,451808,0.0075301332,0.451808,486.0
542,452640,0.007544,0.45264,518.0
543,453476,0.007557933,0.453476,522.0
544,454308,0.0075718,0.454308,560.0
545,455140,0.0075856666,0.45514,569.0
546,455976,0.0075996,0.455976,489.0
547,456808,0.0076134666,0.456808,493.0
548,457640,0.0076273335,0.45764,482.0
549,458476,0.0076412666,0.458476,515.0
550,459308,0.0076551335,0.459308,530.0
551,460140,0.007669,0.46014,545.0
552,460976,0.0076829335,0.460976,493.0
553,461808,0.0076968,0.461808,479.0
554,462640,0.007710667,0.46264,481.0
555,463476,0.0077246,0.463476,504.0
556,464308,0.007738467,0.464308,512.0
557,465144,0.0077524,0.465144,552.0
558,465976,0.007766267,0.465976,565.0
559,466808,0.0077801333,0.466808,474.0
560,467644,0.007794067,0.467644,521.0
561,468476,0.0078079333,0.468476,536.0
562,469308,0.0078218,0.469308,557.0
563,470144,0.007835734,0.470144,553.0
564,470976,0.0078496,0.470976,500.0
565,471808,0.007863467,0.471808,434.0
566,472644,0.0078774,0.472644,495.0
567,473476,0.007891267,0.473476,502.0
568,474308,0.007905133,0.474308,570.0
569,475144,0.007919067,0.475144,568.0
570,475976,0.007932933,0.475976,566.0
571,476808,0.0079468,0.476808,549.0
572,477644,0.007960733,0.477644,473.0
573,478476,0.0079746,0.478476,476.0
574,479308,0.007988467,0.479308,445.0
575,480144,0.0080024,0.480144,442.0
576,480976,0.008016267,0.480976,439.0
577,481808,0.008030133,0.481808,481.0
578,482644,0.008044067,0.482644,523.0
579,483476,0.008057933,0.483476,550.0
580,484308,0.0080718,0.484308,601.0
581,485144,0.008085733,0.485144,594.0
582,485976,0.0080996,0.485976,583.0
583,486808,0.008113466,0.486808,576.0
584,487644,0.0081274,0.487644,538.0
585,488476,0.008141267,0.488476,476.0
586,489308,0.008155134,0.489308,511.0
587,490144,0.008169067,0.490144,488.0
588,490976,0.008182934,0.490976,450.0
589,491812,0.008196867,0.491812,442.0
590,492644,0.0082107335,0.492644,448.0
591,493476,0.0082246,0.493476,487.0
592,494312,0.0082385335,0.494312,491.0
593,495144,0.0082524,0.495144,533.0
594,495976,0.008266266,0.495976,573.0
595,496812,0.0082802,0.496812,541.0
596,497644,0.008294066,0.497644,536.0
597,498476,0.008307933,0.498476,562.0
598,499312,0.008321866,0.499312,509.0
599,500144,0.008335734,0.500144,539.0
600,500976,0.0083496,0.500976,503.0
601,501812,0.008363534,0.501812,513.0
602,502644,0.0083774,0.502644,517.0
603,503476,0.008391267,0.503476,501.0
604,504312,0.0084052,0.504312,506.0
605,505144,0.008419067,0.505144,502.0
606,505976,0.008432933,0.505976,518.0
607,506812,0.008446867,0.506812,501.0
608,507644,0.008460733,0.507644,500.0
609,508476,0.0084746,0.508476,506.0
610,509312,0.008488533,0.509312,485.0
611,510144,0.0085024,0.510144,505.0
612,510976,0.008516267,0.510976,553.0
613,511812,0.0085302,0.511812,526.0
614,512644,0.008544067,0.512644,525.0
615,513476,0.008557933,0.513476,500.0
616,514312,0.008571867,0.514312,536.0
617,515144,0.008585733,0.515144,545.0
618,515976,0.0085996,0.515976,570.0
619,516812,0.008613533,0.516812,545.0
620,517644,0.0086274,0.517644,511.0
621,518480,0.008641333,0.51848,486.0
622,519312,0.0086552,0.519312,464.0
623,520144,0.008669066,0.520144,526.0
624,520980,0.008683,0.52098,509.0
625,521812,0.008696866,0.521812,472.0
626,522644,0.008710734,0.522644,449.0
627,523480,0.008724667,0.52348,496.0
628,524312,0.008738534,0.524312,574.0
629,525144,0.0087524,0.525144,520.0
630,525980,0.008766334,0.52598,510.0
631,526812,0.0087802,0.526812,500.0
632,527644,0.0087940665,0.527644,480.0
633,528480,0.008808,0.52848,542.0
634,529312,0.0088218665,0.529312,545.0
635,530144,0.008835733,0.530144,561.0
636,530980,0.008849666,0.53098,549.0
637,531812,0.008863533,0.531812,483.0
638,532644,0.0088774,0.532644,493.0
639,533480,0.008891333,0.53348,505.0
640,534312,0.0089052,0.534312,547.0
641,535144,0.008919067,0.535144,550.0
642,535980,0.008933,0.53598,556.0
643,536812,0.008946867,0.536812,577.0
644,537644,0.008960733,0.537644,503.0
645,538480,0.008974667,0.53848,479.0
646,539312,0.008988533,0.539312,480.0
647,540144,0.0090024,0.540144,444.0
648,540980,0.009016333,0.54098,496.0
649,541812,0.0090302,0.541812,500.0
650,542644,0.009044067,0.542644,504.0
651,543480,0.009058,0.54348,473.0
652,544312,0.009071867,0.544312,482.0
653,545144,0.009085733,0.545144,526.0
654,545980,0.009099667,0.54598,564.0
655,546812,0.009113533,0.546812,540.0
656,547648,0.009127467,0.547648,531.0
657,548480,0.009141333,0.54848,525.0
658,549312,0.0091552,0.549312,550.0
659,550148,0.009169133,0.550148,512.0
660,550980,0.009183,0.55098,506.0
661,551812,0.009196866,0.551812,519.0
662,552648,0.0092108,0.552648,516.0
663,553480,0.009224666,0.55348,487.0
664,554312,0.009238534,0.554312,540.0
665,555148,0.009252466,0.555148,540.0
666,555980,0.009266334,0.55598,518.0
667,556812,0.0092802,0.556812,529.0
668,557648,0.009294134,0.557648,500.0
669,558480,0.009308,0.55848,555.0
670,559312,0.009321867,0.559312,548.0
671,560148,0.0093358,0.560148,474.0
672,560980,0.009349667,0.56098,490.0
673,561812,0.009363533,0.561812,502.0
