id,Total Microseconds,Minute,Seconds,Value
13110,10920664,0,10.920664,507
13111,10921500,0,10.9215,510
13112,10922332,0,10.922332,510
13113,10923164,0,10.923164,509
13114,10924000,0,10.924,512
13115,10924832,0,10.924832,512
13116,10925664,0,10.925664,500
13117,10926500,0,10.9265,511
13118,10927332,0,10.927332,509
13119,10928164,0,10.928164,519
13120,10929000,0,10.929,515
13121,10929832,0,10.929832,499
13122,10930664,0,10.930664,509
13123,10931500,0,10.9315,507
13124,10932332,0,10.932332,518
13125,10933164,0,10.933164,515
13126,10934000,0,10.934,503
13127,10934832,0,10.934832,513
13128,10935664,0,10.935664,502
13129,10936500,0,10.9365,503
13130,10937332,0,10.937332,502
13131,10938164,0,10.938164,495
13132,10939000,0,10.939,503
13133,10939832,0,10.939832,512
13134,10940664,0,10.940664,518
13135,10941500,0,10.9415,510
13136,10942332,0,10.942332,501
13137,10943164,0,10.943164,509
13138,10944000,0,10.944,509
13139,10944832,0,10.944832,517
13140,10945664,0,10.945664,511
13141,10946500,0,10.9465,509
13142,10947332,0,10.947332,510
13143,10948168,0,10.948168,509
13144,10949000,0,10.949,513
13145,10949832,0,10.949832,507
13146,10950668,0,10.950668,509
13147,10951500,0,10.9515,506
13148,10952332,0,10.952332,498
13149,10953168,0,10.953168,509
13150,10954000,0,10.954,514
13151,10954832,0,10.954832,523
13152,10955668,0,10.955668,519
13153,10956500,0,10.9565,505
13154,10957332,0,10.957332,519
13155,10958168,0,10.958168,518
13156,10959000,0,10.959,516
13157,10959832,0,10.959832,505
13158,10960668,0,10.960668,492
13159,10961500,0,10.9615,503
13160,10962332,0,10.962332,505
13161,10963168,0,10.963168,512
13162,10964000,0,10.964,500
13163,10964832,0,10.964832,499
13164,10965668,0,10.965668,504
13165,10966500,0,10.9665,510
13166,10967332,0,10.967332,514
13167,10968168,0,10.968168,505
13168,10969000,0,10.969,504
13169,10969832,0,10.969832,511
13170,10970668,0,10.970668,507
13171,10971500,0,10.9715,517
13172,10972336,0,10.972336,508
13173,10973168,0,10.973168,507
13174,10974000,0,10.974,506
13175,10974836,0,10.974836,511
13176,10975668,0,10.975668,518
13177,10976500,0,10.9765,520
13178,10977336,0,10.977336,515
13179,10978168,0,10.978168,517
13180,10979000,0,10.979,507
13181,10979836,0,10.979836,515
13182,10980668,0,10.980668,512
13183,10981500,0,10.9815,517
13184,10982336,0,10.982336,504
13185,10983168,0,10.983168,488
13186,10984000,0,10.984,502
13187,10984836,0,10.984836,502
13188,10985668,0,10.985668,504
13189,10986504,0,10.986504,505
13190,10987336,0,10.987336,500
13191,10988168,0,10.988168,512
13192,10989000,0,10.989,508
13193,10989836,0,10.989836,521
13194,10990668,0,10.990668,518
13195,10991500,0,10.9915,513
13196,10992336,0,10.992336,515
13197,10993168,0,10.993168,512
13198,10994000,0,10.994,515
13199,10994836,0,10.994836,517
13200,10995668,0,10.995668,504
13201,10996500,0,10.9965,509
13202,10997336,0,10.997336,504
13203,10998168,0,10.998168,520
13204,10999004,0,10.999004,511
13205,10999836,0,10.999836,506
13206,11000668,0,11.000668,512
13207,11001504,0,11.001504,514
13208,11002336,0,11.002336,514
13209,11003168,0,11.003168,510
13210,11004004,0,11.004004,510
13211,11004836,0,11.004836,507
13212,11005668,0,11.005668,488
13213,11006504,0,11.006504,509
13214,11007336,0,11.007336,507
13215,11008168,0,11.008168,512
13216,11009004,0,11.009004,509
13217,11009836,0,11.009836,493
13218,11010668,0,11.010668,509
13219,11011504,0,11.011504,510
13220,11012336,0,11.012336,504
13221,11013168,0,11.013168,511
13222,11014004,0,11.014004,501
13223,11014836,0,11.014836,514
13224,11015668,0,11.015668,516
13225,11016504,0,11.016504,518
13226,11017336,0,11.017336,519
13227,11018168,0,11.018168,506
13228,11019004,0,11.019004,510
13229,11019836,0,11.019836,506
13230,11020668,0,11.020668,512
13231,11021504,0,11.021504,507
13232,11022336,0,11.022336,503
13233,11023168,0,11.023168,509
13234,11024004,0,11.024004,506
13235,11024836,0,11.024836,517
13236,11025672,0,11.025672,507
13237,11026504,0,11.026504,506
13238,11027336,0,11.027336,513
13239,11028172,0,11.028172,511
13240,11029004,0,11.029004,509
13241,11029836,0,11.029836,510
13242,11030672,0,11.030672,498
13243,11031504,0,11.031504,502
13244,11032336,0,11.032336,493
13245,11033172,0,11.033172,507
13246,11034004,0,11.034004,512
13247,11034836,0,11.034836,522
13248,11035672,0,11.035672,512
13249,11036504,0,11.036504,501
13250,11037336,0,11.037336,516
13251,11038172,0,11.038172,508
13252,11039004,0,11.039004,508
13253,11039836,0,11.039836,510
13254,11040672,0,11.040672,494
13255,11041504,0,11.041504,513
13256,11042336,0,11.042336,518
13257,11043172,0,11.043172,525
13258,11044004,0,11.044004,519
13259,11044836,0,11.044836,514
13260,11045672,0,11.045672,520
13261,11046504,0,11.046504,509
13262,11047336,0,11.047336,512
13263,11048172,0,11.048172,499
13264,11049004,0,11.049004,494
13265,11049836,0,11.049836,499
13266,11050672,0,11.050672,507
13267,11051504,0,11.051504,516
13268,11052336,0,11.052336,513
13269,11053172,0,11.053172,517
13270,11054004,0,11.054004,516
13271,11054840,0,11.05484,521
13272,11055672,0,11.055672,529
13273,11056504,0,11.056504,517
13274,11057340,0,11.05734,515
13275,11058172,0,11.058172,505
13276,11059004,0,11.059004,484
13277,11059840,0,11.05984,500
13278,11060672,0,11.060672,503
13279,11061504,0,11.061504,507
13280,11062340,0,11.06234,509
13281,11063172,0,11.063172,495
13282,11064004,0,11.064004,515
13283,11064840,0,11.06484,507
13284,11065672,0,11.065672,518
13285,11066504,0,11.066504,516
13286,11067340,0,11.06734,500
13287,11068172,0,11.068172,510
13288,11069004,0,11.069004,503
13289,11069840,0,11.06984,503
13290,11070672,0,11.070672,508
13291,11071504,0,11.071504,496
13292,11072340,0,11.07234,512
13293,11073172,0,11.073172,515
13294,11074004,0,11.074004,527
13295,11074840,0,11.07484,519
13296,11075672,0,11.075672,515
13297,11076504,0,11.076504,516
13298,11077340,0,11.07734,512
13299,11078172,0,11.078172,512
13300,11079008,0,11.079008,513
13301,11079840,0,11.07984,517
13302,11080672,0,11.080672,517
13303,11081508,0,11.081508,515
13304,11082340,0,11.08234,512
13305,11083172,0,11.083172,512
13306,11084008,0,11.084008,507
13307,11084840,0,11.08484,496
13308,11085672,0,11.085672,492
13309,11086508,0,11.086508,510
13310,11087340,0,11.08734,512
13311,11088172,0,11.088172,513
13312,11089008,0,11.089008,506
13313,11089840,0,11.08984,490
13314,11090672,0,11.090672,507
13315,11091508,0,11.091508,508
13316,11092340,0,11.09234,519
13317,11093172,0,11.093172,511
13318,11094008,0,11.094008,494
13319,11094840,0,11.09484,509
13320,11095672,0,11.095672,512
13321,11096508,0,11.096508,510
13322,11097340,0,11.09734,512
13323,11098172,0,11.098172,498
13324,11099008,0,11.099008,507
13325,11099840,0,11.09984,506
13326,11100672,0,11.100672,523
13327,11101508,0,11.101508,516
13328,11102340,0,11.10234,510
13329,11103172,0,11.103172,515
13330,11104008,0,11.104008,514
13331,11104840,0,11.10484,519
13332,11105676,0,11.105676,506
13333,11106508,0,11.106508,510
13334,11107340,0,11.10734,509
13335,11108176,0,11.108176,511
13336,11109008,0,11.109008,517
13337,11109840,0,11.10984,519
13338,11110676,0,11.110676,522
13339,11111508,0,11.111508,510
13340,11112340,0,11.11234,483
13341,11113176,0,11.113176,501
13342,11114008,0,11.114008,497
13343,11114840,0,11.11484,507
13344,11115676,0,11.115676,509
13345,11116508,0,11.116508,493
13346,11117340,0,11.11734,508
13347,11118176,0,11.118176,512
13348,11119008,0,11.119008,513
13349,11119840,0,11.11984,502
13350,11120676,0,11.120676,499
13351,11121508,0,11.121508,506
13352,11122340,0,11.12234,510
13353,11123176,0,11.123176,523
13354,11124008,0,11.124008,516
13355,11124840,0,11.12484,508
13356,11125676,0,11.125676,514
13357,11126508,0,11.126508,508
13358,11127340,0,11.12734,518
13359,11128176,0,11.128176,511
13360,11129008,0,11.129008,505
13361,11129840,0,11.12984,503
13362,11130676,0,11.130676,501
13363,11131508,0,11.131508,521
13364,11132340,0,11.13234,514
13365,11133176,0,11.133176,513
13366,11134008,0,11.134008,517
13367,11134844,0,11.134844,503
13368,11135676,0,11.135676,508
13369,11136508,0,11.136508,506
13370,11137344,0,11.137344,506
13371,11138176,0,11.138176,507
13372,11139008,0,11.139008,502
